name,asciiname,latitude,longitude,country code,admin1 code,population,elevation,timezone,admin1_name,daylight_saving,timezone_raw_offset
Musashino,Musashino,35.70611,139.55944,JP,40,137479,,Asia/Tokyo,Tokyo,0,9.0
Moriguchi,Moriguchi,34.73333,135.56667,JP,32,148350,,Asia/Tokyo,Osaka,0,9.0
Miyazaki,Miyazaki,31.91667,131.41667,JP,25,311203,,Asia/Tokyo,Miyazaki,0,9.0
Miyakonojō,Miyakonojo,31.73333,131.06667,JP,25,130994,,Asia/Tokyo,Miyazaki,0,9.0
Mishima,Mishima,35.11667,138.91667,JP,37,113479,,Asia/Tokyo,Shizuoka,0,9.0
Mino,Mino,34.82691,135.47057,JP,32,129127,,Asia/Tokyo,Osaka,0,9.0
Minamirinkan,Minamirinkan,35.49527,139.44279,JP,19,224015,,Asia/Tokyo,Kanagawa,0,9.0
Matsumoto,Matsumoto,36.23333,137.96667,JP,26,210667,,Asia/Tokyo,Nagano,0,9.0
Matsue,Matsue,35.48333,133.05,JP,36,156811,,Asia/Tokyo,Shimane,0,9.0
Matsudo,Matsudo,35.77995,139.90144,JP,04,470277,,Asia/Tokyo,Chiba,0,9.0
Matsubara,Matsubara,34.56667,135.55,JP,32,130855,,Asia/Tokyo,Osaka,0,9.0
Maebashi,Maebashi,36.4,139.08333,JP,10,282711,,Asia/Tokyo,Gunma,0,9.0
Machida,Machida,35.54028,139.45083,JP,40,399969,,Asia/Tokyo,Tokyo,0,9.0
Kyoto,Kyoto,35.02107,135.75385,JP,22,1459640,,Asia/Tokyo,Kyoto,0,9.0
Kusatsu,Kusatsu,35.01667,135.96667,JP,35,127680,,Asia/Tokyo,Shiga,0,9.0
Kurume,Kurume,33.31667,130.51667,JP,07,238197,,Asia/Tokyo,Fukuoka,0,9.0
Kure,Kure,34.23222,132.56658,JP,11,196624,,Asia/Tokyo,Hiroshima,0,9.0
Kurashiki,Kurashiki,34.58333,133.76667,JP,31,437581,,Asia/Tokyo,Okayama,0,9.0
Kumamoto,Kumamoto,32.80589,130.69181,JP,21,680423,,Asia/Tokyo,Kumamoto,0,9.0
Kumagaya,Kumagaya,36.13497,139.39004,JP,34,155813,,Asia/Tokyo,Saitama,0,9.0
Koshigaya,Koshigaya,35.89035,139.78916,JP,34,317437,,Asia/Tokyo,Saitama,0,9.0
Kōnan,Konan,35.33165,136.87042,JP,01,100389,,Asia/Tokyo,Aichi,0,9.0
Komatsu,Komatsu,36.40263,136.45088,JP,15,109045,,Asia/Tokyo,Ishikawa,0,9.0
Komaki,Komaki,35.28333,136.91667,JP,01,151025,,Asia/Tokyo,Aichi,0,9.0
Kokubunji,Kokubunji,35.70222,139.47556,JP,40,118682,,Asia/Tokyo,Tokyo,0,9.0
Kōfu,Kofu,35.66667,138.56667,JP,46,190000,,Asia/Tokyo,Yamanashi,0,9.0
Kochi,Kochi,33.55,133.53333,JP,20,335570,,Asia/Tokyo,Kochi,0,9.0
Kobe,Kobe,34.6913,135.183,JP,13,1528478,,Asia/Tokyo,Hyogo,0,9.0
Kitakyushu,Kitakyushu,33.85181,130.85034,JP,07,997536,,Asia/Tokyo,Fukuoka,0,9.0
Kishiwada,Kishiwada,34.46667,135.36667,JP,32,205561,,Asia/Tokyo,Osaka,0,9.0
Kisarazu,Kisarazu,35.38329,139.93254,JP,04,122524,,Asia/Tokyo,Chiba,0,9.0
Kiryū,Kiryu,36.4,139.33333,JP,10,110219,,Asia/Tokyo,Gunma,0,9.0
Kawasaki,Kawasaki,35.52056,139.71722,JP,19,1306785,,Asia/Tokyo,Kanagawa,0,9.0
Kawanishi,Kawanishi,34.81667,135.41667,JP,13,160520,,Asia/Tokyo,Hyogo,0,9.0
Kawaguchi,Kawaguchi,35.80521,139.71072,JP,34,468565,,Asia/Tokyo,Saitama,0,9.0
Kawagoe,Kawagoe,35.90861,139.48528,JP,34,337931,,Asia/Tokyo,Saitama,0,9.0
Kasukabe,Kasukabe,35.98308,139.74966,JP,34,206915,,Asia/Tokyo,Saitama,0,9.0
Kasugai,Kasugai,35.24762,136.97229,JP,01,298589,,Asia/Tokyo,Aichi,0,9.0
Kashiwa,Kashiwa,35.86224,139.97732,JP,04,340221,,Asia/Tokyo,Chiba,0,9.0
Kashihara-shi,Kashihara-shi,34.50896,135.7929,JP,28,124521,,Asia/Tokyo,Nara,0,9.0
Kariya,Kariya,34.98333,136.98333,JP,01,139159,,Asia/Tokyo,Aichi,0,9.0
Kanazawa,Kanazawa,36.6,136.61667,JP,15,458937,,Asia/Tokyo,Ishikawa,0,9.0
Kamirenjaku,Kamirenjaku,35.69423,139.55495,JP,40,178739,,Asia/Tokyo,Tokyo,0,9.0
Kamakura,Kamakura,35.30889,139.55028,JP,19,166016,,Asia/Tokyo,Kanagawa,0,9.0
Kakogawachō-honmachi,Kakogawacho-honmachi,34.76943,134.82905,JP,13,271634,,Asia/Tokyo,Hyogo,0,9.0
Kakamigahara,Kakamigahara,35.41667,136.86667,JP,09,132241,,Asia/Tokyo,Gifu,0,9.0
Kagoshima,Kagoshima,31.56667,130.55,JP,18,555352,,Asia/Tokyo,Kagoshima,0,9.0
Kadoma,Kadoma,34.7381,135.57442,JP,32,131727,,Asia/Tokyo,Osaka,0,9.0
Izumisano,Izumisano,34.41667,135.31667,JP,32,100595,,Asia/Tokyo,Osaka,0,9.0
Izumi,Izumi,34.48333,135.43333,JP,32,189085,,Asia/Tokyo,Osaka,0,9.0
Iwatsuki,Iwatsuki,35.96474,139.69644,JP,34,108833,,Asia/Tokyo,Saitama,0,9.0
Iwakuni,Iwakuni,34.16297,132.22,JP,45,104004,,Asia/Tokyo,Yamaguchi,0,9.0
Itami,Itami,34.78427,135.40126,JP,13,193524,,Asia/Tokyo,Hyogo,0,9.0
Isesaki,Isesaki,36.31667,139.2,JP,10,130692,,Asia/Tokyo,Gunma,0,9.0
Isehara,Isehara,35.39932,139.31019,JP,19,103401,,Asia/Tokyo,Kanagawa,0,9.0
Inazawa,Inazawa,35.25,136.78333,JP,01,102130,,Asia/Tokyo,Aichi,0,9.0
Ikoma,Ikoma,34.68333,135.7,JP,28,117601,,Asia/Tokyo,Nara,0,9.0
Iida,Iida,35.51965,137.82074,JP,26,107111,,Asia/Tokyo,Nagano,0,9.0
Ichinomiya,Ichinomiya,35.3,136.8,JP,01,280331,,Asia/Tokyo,Aichi,0,9.0
Ibaraki,Ibaraki,34.81641,135.56828,JP,32,273992,,Asia/Tokyo,Osaka,0,9.0
Hōfu,Hofu,34.05,131.56667,JP,45,116925,,Asia/Tokyo,Yamaguchi,0,9.0
Hiroshima,Hiroshima,34.4,132.45,JP,11,1143841,,Asia/Tokyo,Hiroshima,0,9.0
Hiratsuka,Hiratsuka,35.32785,139.33735,JP,19,259052,,Asia/Tokyo,Kanagawa,0,9.0
Hirakata,Hirakata,34.81352,135.64914,JP,32,406331,,Asia/Tokyo,Osaka,0,9.0
Hino,Hino,35.67306,139.40028,JP,40,171777,,Asia/Tokyo,Tokyo,0,9.0
Himeji,Himeji,34.81667,134.7,JP,13,481493,,Asia/Tokyo,Hyogo,0,9.0
Hikone,Hikone,35.25,136.25,JP,35,110925,,Asia/Tokyo,Shiga,0,9.0
Handa,Handa,34.88333,136.93333,JP,01,116119,,Asia/Tokyo,Aichi,0,9.0
Hamamatsu,Hamamatsu,34.7,137.73333,JP,37,605098,,Asia/Tokyo,Shizuoka,0,9.0
Hadano,Hadano,35.37111,139.22361,JP,19,174281,,Asia/Tokyo,Kanagawa,0,9.0
Hachiōji,Hachioji,35.65583,139.32389,JP,40,579399,,Asia/Tokyo,Tokyo,0,9.0
Gifu-shi,Gifu-shi,35.42291,136.76039,JP,09,397714,,Asia/Tokyo,Gifu,0,9.0
Honchō,Honcho,35.70129,139.98648,JP,04,560743,,Asia/Tokyo,Chiba,0,9.0
Fukuyama,Fukuyama,34.48333,133.36667,JP,11,383298,,Asia/Tokyo,Hiroshima,0,9.0
Fukuoka,Fukuoka,33.6,130.41667,JP,07,1392289,,Asia/Tokyo,Fukuoka,0,9.0
Fukui-shi,Fukui-shi,36.06443,136.22257,JP,06,248707,,Asia/Tokyo,Fukui,0,9.0
Fukayachō,Fukayacho,36.2,139.28333,JP,34,106595,,Asia/Tokyo,Saitama,0,9.0
Fujisawa,Fujisawa,35.34926,139.47666,JP,19,394624,,Asia/Tokyo,Kanagawa,0,9.0
Fujinomiya,Fujinomiya,35.21667,138.61667,JP,37,121515,,Asia/Tokyo,Shizuoka,0,9.0
Fujieda,Fujieda,34.86667,138.26667,JP,37,132859,,Asia/Tokyo,Shizuoka,0,9.0
Fuji,Fuji,35.16667,138.68333,JP,37,240014,,Asia/Tokyo,Shizuoka,0,9.0
Daitōchō,Daitocho,34.71378,135.62033,JP,32,129521,,Asia/Tokyo,Osaka,0,9.0
Chōfu,Chofu,35.65924,139.54837,JP,40,212977,,Asia/Tokyo,Tokyo,0,9.0
Chikushino-shi,Chikushino-shi,33.49631,130.5156,JP,07,100353,,Asia/Tokyo,Fukuoka,0,9.0
Chigasaki,Chigasaki,35.33638,139.40434,JP,19,231657,,Asia/Tokyo,Kanagawa,0,9.0
Beppu,Beppu,33.27945,131.49751,JP,30,125065,,Asia/Tokyo,Oita,0,9.0
Ashikaga,Ashikaga,36.33333,139.45,JP,38,159671,,Asia/Tokyo,Tochigi,0,9.0
Anjō,Anjo,34.95828,137.08054,JP,01,178402,,Asia/Tokyo,Aichi,0,9.0
Amagasaki,Amagasaki,34.71667,135.41667,JP,13,442173,,Asia/Tokyo,Hyogo,0,9.0
Ageoshimo,Ageoshimo,35.97145,139.61382,JP,34,219401,,Asia/Tokyo,Saitama,0,9.0
Okinawa,Okinawa,26.33583,127.80139,JP,47,125483,,Asia/Tokyo,Okinawa,0,9.0
Sayama,Sayama,35.85295,139.41212,JP,34,160843,,Asia/Tokyo,Saitama,0,9.0
Asaka,Asaka,35.80472,139.60194,JP,34,128058,,Asia/Tokyo,Saitama,0,9.0
Shimotoda,Shimotoda,35.815,139.6853,JP,34,118731,,Asia/Tokyo,Saitama,0,9.0
Wakayama,Wakayama,34.23333,135.16667,JP,43,351000,,Asia/Tokyo,Wakayama,0,9.0
Matsuyama,Matsuyama,33.83916,132.76574,JP,05,443322,,Asia/Tokyo,Ehime,0,9.0
Yamagata,Yamagata,38.23333,140.36667,JP,44,254538,,Asia/Tokyo,Yamagata,0,9.0
Tsukuba,Tsukuba,36.2,140.1,JP,14,175589,,Asia/Tokyo,Ibaraki,0,9.0
Sendai,Sendai,38.26667,140.86667,JP,24,1063103,,Asia/Tokyo,Miyagi,0,9.0
Sakura,Sakura,35.71667,140.23333,JP,04,182549,,Asia/Tokyo,Chiba,0,9.0
Narita,Narita,35.78333,140.31667,JP,04,100641,,Asia/Tokyo,Chiba,0,9.0
Morioka,Morioka,39.7,141.15,JP,16,295172,,Asia/Tokyo,Iwate,0,9.0
Mito,Mito,36.35,140.45,JP,14,246538,,Asia/Tokyo,Ibaraki,0,9.0
Kōriyama,Koriyama,37.4,140.38333,JP,08,340560,,Asia/Tokyo,Fukushima,0,9.0
Katsuta,Katsuta,36.38333,140.53333,JP,14,155968,,Asia/Tokyo,Ibaraki,0,9.0
Iwaki,Iwaki,37.05,140.88333,JP,08,357309,,Asia/Tokyo,Fukushima,0,9.0
Ishinomaki,Ishinomaki,38.41667,141.3,JP,24,117233,,Asia/Tokyo,Miyagi,0,9.0
Ichihara,Ichihara,35.51667,140.08333,JP,04,283531,,Asia/Tokyo,Chiba,0,9.0
Hitachi,Hitachi,36.6,140.65,JP,14,186307,,Asia/Tokyo,Ibaraki,0,9.0
Fukushima,Fukushima,37.75,140.46667,JP,08,294237,,Asia/Tokyo,Fukushima,0,9.0
Chiba,Chiba,35.6,140.11667,JP,04,919729,,Asia/Tokyo,Chiba,0,9.0
Akita,Akita,39.71667,140.11667,JP,02,320069,,Asia/Tokyo,Akita,0,9.0
Abiko,Abiko,35.86667,140.01667,JP,04,131771,,Asia/Tokyo,Chiba,0,9.0
Tomakomai,Tomakomai,42.63694,141.60333,JP,12,174806,,Asia/Tokyo,Hokkaido,0,9.0
Sapporo,Sapporo,43.06667,141.35,JP,12,1883027,,Asia/Tokyo,Hokkaido,0,9.0
Otaru,Otaru,43.18944,141.00222,JP,12,143792,,Asia/Tokyo,Hokkaido,0,9.0
Obihiro,Obihiro,42.91722,143.20444,JP,12,173890,,Asia/Tokyo,Hokkaido,0,9.0
Kushiro,Kushiro,42.975,144.37472,JP,12,183612,,Asia/Tokyo,Hokkaido,0,9.0
Kitami,Kitami,43.80306,143.89083,JP,12,113137,,Asia/Tokyo,Hokkaido,0,9.0
Hirosaki,Hirosaki,40.59306,140.4725,JP,03,174972,,Asia/Tokyo,Aomori,0,9.0
Hakodate,Hakodate,41.77583,140.73667,JP,12,275730,,Asia/Tokyo,Hokkaido,0,9.0
Hachinohe,Hachinohe,40.5,141.5,JP,03,239046,,Asia/Tokyo,Aomori,0,9.0
Ebetsu,Ebetsu,43.10806,141.55056,JP,12,133953,,Asia/Tokyo,Hokkaido,0,9.0
Asahikawa,Asahikawa,43.77063,142.36489,JP,12,356612,,Asia/Tokyo,Hokkaido,0,9.0
Aomori,Aomori,40.81667,140.73333,JP,03,298394,,Asia/Tokyo,Aomori,0,9.0
Neyagawa,Neyagawa,34.76615,135.62759,JP,32,238549,4,Asia/Tokyo,Osaka,0,9.0
Hitachi-Naka,Hitachi-Naka,36.39659,140.53479,JP,14,156811,,Asia/Tokyo,Ibaraki,0,9.0
Jōetsu,Joetsu,37.14828,138.23642,JP,29,204137,,Asia/Tokyo,Niigata,0,9.0
Saitama,Saitama,35.90807,139.65657,JP,34,1193350,,Asia/Tokyo,Saitama,0,9.0
Higashimurayama,Higashimurayama,35.75459,139.46852,JP,40,150556,,Asia/Tokyo,Tokyo,0,9.0
Kuwana,Kuwana,35.05192,136.66958,JP,23,140051,,Asia/Tokyo,Mie,0,9.0
Thika,Thika,-1.03326,37.06933,KE,05,200000,,Africa/Nairobi,Nairobi Area,0,3.0
Nakuru,Nakuru,-0.30719,36.07225,KE,39,259903,,Africa/Nairobi,Nakuru,0,3.0
Nairobi,Nairobi,-1.28333,36.81667,KE,05,2750547,,Africa/Nairobi,Nairobi Area,0,3.0
Mombasa,Mombasa,-4.05466,39.66359,KE,37,799668,,Africa/Nairobi,Mombasa,0,3.0
Malindi,Malindi,-3.21799,40.11692,KE,23,118265,,Africa/Nairobi,Kilifi,0,3.0
Kisumu,Kisumu,-0.10221,34.76171,KE,26,216479,,Africa/Nairobi,Kisumu,0,3.0
Eldoret,Eldoret,0.52036,35.26993,KE,52,218446,,Africa/Nairobi,Uasin Gishu,0,3.0
Osh,Osh,40.52828,72.7985,KG,08,200000,,Asia/Bishkek,Osh,0,6.0
Bishkek,Bishkek,42.87,74.59,KG,01,900000,,Asia/Bishkek,Bishkek,0,6.0
Phnom Penh,Phnom Penh,11.56245,104.91601,KH,22,1573544,,Asia/Phnom_Penh,Phnom Penh,0,7.0
Takeo,Takeo,10.99081,104.78498,KH,19,843931,,Asia/Phnom_Penh,Takeo,0,7.0
Siem Reap,Siem Reap,13.36179,103.86056,KH,24,139458,,Asia/Phnom_Penh,Siem Reap,0,7.0
Sihanoukville,Sihanoukville,10.60932,103.52958,KH,28,156691,,Asia/Phnom_Penh,Preah Sihanouk,0,7.0
Battambang,Battambang,13.10271,103.19822,KH,29,150444,,Asia/Phnom_Penh,Battambang,0,7.0
Wŏnsan,Wonsan,39.15278,127.44361,KP,09,329207,,Asia/Pyongyang,Kangwon-do,0,9.0
Sunch’ŏn,Sunch'on,39.43167,125.93278,KP,15,437000,,Asia/Pyongyang,South Pyongan,0,9.0
Songnim,Songnim,38.75417,125.645,KP,07,152425,,Asia/Pyongyang,Hwanghae-bukto,0,9.0
Sariwŏn,Sariwon,38.50722,125.75583,KP,07,310100,,Asia/Pyongyang,Hwanghae-bukto,0,9.0
Pyongyang,Pyongyang,39.03385,125.75432,KP,12,3222000,,Asia/Pyongyang,Pyongyang,0,9.0
P’yŏngsŏng,P'yongsong,39.24639,125.87194,KP,15,100000,,Asia/Pyongyang,South Pyongan,0,9.0
Namp’o,Namp'o,38.7375,125.40778,KP,15,455000,,Asia/Pyongyang,South Pyongan,0,9.0
Kaesŏng,Kaesong,37.97083,126.55444,KP,06,338155,,Asia/Pyongyang,Hwanghae-namdo,0,9.0
Hŭngnam,Hungnam,39.83167,127.61861,KP,03,346082,,Asia/Pyongyang,Hamgyong-namdo,0,9.0
Hamhŭng,Hamhung,39.91833,127.53639,KP,03,559056,,Asia/Pyongyang,Hamgyong-namdo,0,9.0
Haeju,Haeju,38.04056,125.71472,KP,06,222396,,Asia/Pyongyang,Hwanghae-namdo,0,9.0
Sinŭiju,Sinuiju,40.10056,124.39806,KP,11,288112,,Asia/Pyongyang,P'yongan-bukto,0,9.0
Manp’o,Manp'o,41.15472,126.28944,KP,01,116760,,Asia/Pyongyang,Chagang-do,0,9.0
Kanggye,Kanggye,40.96946,126.58523,KP,01,209530,,Asia/Pyongyang,Chagang-do,0,9.0
Hyesan,Hyesan,41.40167,128.17778,KP,13,192680,,Asia/Pyongyang,Yanggang-do,0,9.0
Chongjin,Chongjin,41.79556,129.77583,KP,17,327000,,Asia/Pyongyang,Hamgyong-bukto,0,9.0
Yangju,Yangju,37.83311,127.06169,KR,13,179923,,Asia/Seoul,Gyeonggi-do,0,9.0
Wŏnju,Wonju,37.35139,127.94528,KR,06,243387,,Asia/Seoul,Gangwon-do,0,9.0
Ulsan,Ulsan,35.53722,129.31667,KR,21,962865,,Asia/Seoul,Ulsan,0,9.0
Uijeongbu-si,Uijeongbu-si,37.7415,127.0474,KR,13,479141,,Asia/Seoul,Gyeonggi-do,0,9.0
Daejeon,Daejeon,36.34913,127.38493,KR,19,1475221,,Asia/Seoul,Daejeon,0,9.0
Daegu,Daegu,35.87028,128.59111,KR,15,2566540,,Asia/Seoul,Daegu,0,9.0
Suwon,Suwon,37.29111,127.00889,KR,13,1242724,,Asia/Seoul,Gyeonggi-do,0,9.0
Suncheon,Suncheon,34.9505,127.48784,KR,16,230796,,Asia/Seoul,Jeollanam-do,0,9.0
Seoul,Seoul,37.566,126.9784,KR,11,10349312,,Asia/Seoul,Seoul,0,9.0
Busan,Busan,35.10168,129.03004,KR,10,3678555,,Asia/Seoul,Busan,0,9.0
Bucheon-si,Bucheon-si,37.49889,126.78306,KR,13,850731,,Asia/Seoul,Gyeonggi-do,0,9.0
Pohang,Pohang,36.02917,129.36481,KR,14,500000,,Asia/Seoul,Gyeongsangbuk-do,0,9.0
Osan,Osan,37.15222,127.07056,KR,13,158978,,Asia/Seoul,Gyeonggi-do,0,9.0
Mokpo,Mokpo,34.81282,126.39181,KR,16,268402,,Asia/Seoul,Jeollanam-do,0,9.0
Masan,Masan,35.12725,126.83149,KR,18,434371,,Asia/Seoul,Gwangju,0,9.0
Gyeongsan-si,Gyeongsan-si,35.82333,128.73778,KR,14,129903,,Asia/Seoul,Gyeongsangbuk-do,0,9.0
Gyeongju,Gyeongju,35.84278,129.21167,KR,14,155237,,Asia/Seoul,Gyeongsangbuk-do,0,9.0
Gwangju,Gwangju,35.15472,126.91556,KR,18,1416938,,Asia/Seoul,Gwangju,0,9.0
Guri-si,Guri-si,37.5986,127.1394,KR,13,195236,,Asia/Seoul,Gyeonggi-do,0,9.0
Gunsan,Gunsan,35.97861,126.71139,KR,03,243406,,Asia/Seoul,Jeollabuk-do,0,9.0
Gumi,Gumi,36.1136,128.336,KR,14,291006,,Asia/Seoul,Gyeongsangbuk-do,0,9.0
Goyang-si,Goyang-si,37.65639,126.835,KR,13,1073069,,Asia/Seoul,Gyeonggi-do,0,9.0
Kimhae,Kimhae,35.23417,128.88111,KR,20,356242,,Asia/Seoul,Gyeongsangnam-do,0,9.0
Gimcheon,Gimcheon,36.12176,128.11981,KR,14,150000,,Asia/Seoul,Gyeongsangbuk-do,0,9.0
Gangneung,Gangneung,37.75266,128.87239,KR,06,180611,,Asia/Seoul,Gangwon-do,0,9.0
Iksan,Iksan,35.94389,126.95444,KR,03,283501,,Asia/Seoul,Jeollabuk-do,0,9.0
Incheon,Incheon,37.45646,126.70515,KR,12,2628000,,Asia/Seoul,Incheon,0,9.0
Icheon-si,Icheon-si,37.27917,127.4425,KR,13,196230,,Asia/Seoul,Gyeonggi-do,0,9.0
Hwaseong-si,Hwaseong-si,37.20682,126.8169,KR,13,476297,,Asia/Seoul,Gyeonggi-do,0,9.0
Chuncheon,Chuncheon,37.87472,127.73417,KR,06,209746,,Asia/Seoul,Gangwon-do,0,9.0
Jeonju,Jeonju,35.82194,127.14889,KR,03,711424,,Asia/Seoul,Jeollabuk-do,0,9.0
Cheongju-si,Cheongju-si,36.63722,127.48972,KR,05,634596,,Asia/Seoul,North Chungcheong,0,9.0
Cheonan,Cheonan,36.8065,127.1522,KR,17,365114,,Asia/Seoul,Chungcheongnam-do,0,9.0
Chinju,Chinju,35.19278,128.08472,KR,20,307242,,Asia/Seoul,Gyeongsangnam-do,0,9.0
Jeju City,Jeju City,33.50972,126.52194,KR,01,408364,,Asia/Seoul,Jeju-do,0,9.0
Changwon,Changwon,35.22806,128.68111,KR,20,550000,,Asia/Seoul,Gyeongsangnam-do,0,9.0
Anyang-si,Anyang-si,37.3925,126.92694,KR,13,634367,,Asia/Seoul,Gyeonggi-do,0,9.0
Ansan-si,Ansan-si,37.32361,126.82194,KR,13,650728,,Asia/Seoul,Gyeonggi-do,0,9.0
Andong,Andong,36.56636,128.72275,KR,14,129319,,Asia/Seoul,Gyeongsangbuk-do,0,9.0
Yeosu,Yeosu,34.76062,127.66215,KR,16,295538,,Asia/Seoul,Jeollanam-do,0,9.0
Tonghae,Tonghae,37.54389,129.10694,KR,06,101128,,Asia/Seoul,Gangwon-do,0,9.0
Seongnam-si,Seongnam-si,37.43861,127.13778,KR,13,1031935,,Asia/Seoul,Gyeonggi-do,0,9.0
Hanam,Hanam,37.54,127.20556,KR,13,134902,,Asia/Seoul,Gyeonggi-do,0,9.0
Hwado,Hwado,37.6525,127.3075,KR,13,106358,,Asia/Seoul,Gyeonggi-do,0,9.0
Kwangmyŏng,Kwangmyong,37.47722,126.86639,KR,13,357545,,Asia/Seoul,Gyeonggi-do,0,9.0
Seogwipo,Seogwipo,33.25333,126.56181,KR,01,155691,,Asia/Seoul,Jeju-do,0,9.0
Sejong,Sejong,36.59245,127.29223,KR,22,230327,,Asia/Seoul,Sejong-si,0,9.0
Jeongeup,Jeongeup,35.60004,126.91699,KR,03,139876,,Asia/Seoul,Jeollabuk-do,0,9.0
Ḩawallī,Hawalli,29.33278,48.02861,KW,08,164212,,Asia/Kuwait,Hawalli,0,3.0
As Sālimīyah,As Salimiyah,29.33389,48.07611,KW,08,147649,,Asia/Kuwait,Hawalli,0,3.0
Al Aḩmadī,Al Ahmadi,29.07694,48.08389,KW,04,637411,,Asia/Kuwait,Al Ahmadi,0,3.0
Şabāḩ as Sālim,Sabah as Salim,29.25722,48.05722,KW,09,139163,,Asia/Kuwait,Mubarak al Kabir,0,3.0
Zhanaozen,Zhanaozen,43.34116,52.86192,KZ,09,103598,,Asia/Aqtau,Mangghystau,0,5.0
Oral,Oral,51.23333,51.36667,KZ,07,200000,,Asia/Oral,Batys Qazaqstan,0,5.0
Karagandy,Karagandy,49.80187,73.10211,KZ,12,451800,,Asia/Almaty,Karaganda,0,6.0
Atyrau,Atyrau,47.11667,51.88333,KZ,06,180000,,Asia/Atyrau,Atyrau,0,5.0
Aktobe,Aktobe,50.27969,57.20718,KZ,04,262457,,Asia/Aqtobe,Aqtoebe,0,5.0
Shevchenko,Shevchenko,43.64806,51.17222,KZ,09,147443,,Asia/Aqtau,Mangghystau,0,5.0
Zhezqazghan,Zhezqazghan,47.78333,67.76667,KZ,12,104357,,Asia/Almaty,Karaganda,0,6.0
Taraz,Taraz,42.9,71.36667,KZ,17,358153,,Asia/Almaty,Zhambyl,0,6.0
Temirtau,Temirtau,50.05494,72.96464,KZ,12,170600,,Asia/Almaty,Karaganda,0,6.0
Taldykorgan,Taldykorgan,45.01556,78.37389,KZ,01,116558,,Asia/Almaty,Almaty Oblysy,0,6.0
Shymkent,Shymkent,42.3,69.6,KZ,1537272,414032,,Asia/Almaty,Shymkent,0,6.0
Semey,Semey,50.42675,80.26669,KZ,15,292780,,Asia/Almaty,East Kazakhstan,0,6.0
Rudnyy,Rudnyy,52.9729,63.11677,KZ,13,124000,,Asia/Qostanay,Qostanay,0,6.0
Kyzylorda,Kyzylorda,44.85278,65.50917,KZ,14,300000,,Asia/Qyzylorda,Qyzylorda,0,5.0
Kostanay,Kostanay,53.21435,63.62463,KZ,13,210000,,Asia/Qostanay,Qostanay,0,6.0
Petropavl,Petropavl,54.86667,69.15,KZ,16,200920,,Asia/Almaty,Soltustik Qazaqstan,0,6.0
Pavlodar,Pavlodar,52.28333,76.96667,KZ,11,329002,,Asia/Almaty,Pavlodar Region,0,6.0
Ust-Kamenogorsk,Ust-Kamenogorsk,49.97143,82.60586,KZ,15,319067,,Asia/Almaty,East Kazakhstan,0,6.0
Kokshetau,Kokshetau,53.28333,69.4,KZ,03,124444,,Asia/Almaty,Aqmola,0,6.0
Ekibastuz,Ekibastuz,51.72371,75.32287,KZ,11,121470,,Asia/Almaty,Pavlodar Region,0,6.0
Nur-Sultan,Nur-Sultan,51.1801,71.44598,KZ,05,345604,,Asia/Almaty,Nur-Sultan,0,6.0
Almaty,Almaty,43.25667,76.92861,KZ,02,2000900,,Asia/Almaty,Almaty,0,6.0
Vientiane,Vientiane,17.96667,102.6,LA,24,196731,,Asia/Vientiane,Vientiane Prefecture,0,7.0
Tripoli,Tripoli,34.43352,35.84415,LB,09,229398,,Asia/Beirut,Liban-Nord,1,2.0
Tyre,Tyre,33.27333,35.19389,LB,06,135204,,Asia/Beirut,South Governorate,1,2.0
Sidon,Sidon,33.55751,35.37148,LB,06,163554,,Asia/Beirut,South Governorate,1,2.0
Ra’s Bayrūt,Ra's Bayrut,33.9,35.48333,LB,04,1251739,,Asia/Beirut,Beyrouth,1,2.0
Beirut,Beirut,33.89332,35.50157,LB,04,1916100,,Asia/Beirut,Beyrouth,1,2.0
Nabatîyé et Tahta,Nabatiye et Tahta,33.37889,35.48389,LB,07,120000,,Asia/Beirut,Nabatiye,1,2.0
Trincomalee,Trincomalee,8.5778,81.2289,LK,37,108420,,Asia/Colombo,Eastern Province,0,5.5
Pita Kotte,Pita Kotte,6.8905,79.9015,LK,36,118179,,Asia/Colombo,Western,0,5.5
Negombo,Negombo,7.2083,79.8358,LK,36,137223,,Asia/Colombo,Western,0,5.5
Dehiwala-Mount Lavinia,Dehiwala-Mount Lavinia,6.84019,79.87116,LK,36,219827,,Asia/Colombo,Western,0,5.5
Moratuwa,Moratuwa,6.773,79.8816,LK,36,185031,,Asia/Colombo,Western,0,5.5
Sri Jayewardenepura Kotte,Sri Jayewardenepura Kotte,6.88297,79.90708,LK,36,115826,,Asia/Colombo,Western,0,5.5
Kandy,Kandy,7.2906,80.6336,LK,29,111701,,Asia/Colombo,Central,0,5.5
Kalmunai,Kalmunai,7.40902,81.83472,LK,37,100171,,Asia/Colombo,Eastern Province,0,5.5
Jaffna,Jaffna,9.66845,80.00742,LK,38,169102,,Asia/Colombo,Northern Province,0,5.5
Colombo,Colombo,6.93548,79.84868,LK,36,648034,,Asia/Colombo,Western,0,5.5
Monrovia,Monrovia,6.30054,-10.7969,LR,14,939524,,Africa/Monrovia,Montserrado,0,0.0
Maseru,Maseru,-29.31667,27.48333,LS,14,118355,,Africa/Maseru,Maseru,0,2.0
Vilnius,Vilnius,54.68916,25.2798,LT,65,542366,,Europe/Vilnius,Vilnius,1,2.0
