Type,q,e,i,w,N,M,n,wrate,Nrate,RA,Dec,Epoch,H,G,Radius,Mass,Rotation,Albedo,NAIF ID,Name
MN,21200571,0.0260,171.70,110.70,193.80,82.50,0.291975,2.004454,1.018964,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1198.990,,65284,S/2023 S 49
MN,8590841,0.2630,166.10,326.30,29.00,79.80,0.762903,0.780572,0.442315,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,469.820,,65285,S/2023 S 50
MN,18829668,0.1990,172.80,195.70,183.10,190.20,0.257469,2.393617,1.270289,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1345.792,,65286,S/2020 S 45
MN,14981435,0.2070,167.30,331.20,323.40,16.00,0.364512,1.600711,0.874423,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,969.597,,65287,S/2020 S 46
MN,9329266,0.5640,146.10,5.40,351.60,283.90,0.299700,1.618705,1.437126,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1168.578,,65288,S/2020 S 47
MN,7119648,0.3730,45.90,114.90,253.50,21.90,0.795052,0.324149,0.349379,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,451.753,,65289,S/2020 S 48
MN,18956084,0.1910,163.30,303.40,213.50,310.90,0.259506,2.183141,1.217039,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1339.210,,65290,S/2023 S 51
MN,19734528,0.1240,146.20,88.70,42.80,267.30,0.278919,1.354912,0.933126,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1262.344,,65291,S/2023 S 52
MN,15411447,0.1030,171.20,55.00,314.60,179.00,0.422266,1.418999,0.731856,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,840.818,,65292,S/2023 S 53
MN,9092252,0.4800,37.80,60.40,120.80,48.20,0.411680,1.017237,0.919071,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,863.349,,65293,S/2023 S 54
MN,8589426,0.4910,35.90,60.80,191.10,68.80,0.434698,0.998059,0.873574,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,818.513,,65294,S/2023 S 55
MN,7246575,0.3580,45.40,89.80,271.00,341.90,0.802197,0.326353,0.342303,270.000,66.561,2451545.0,17.1,,1.5,1.40000E+13,447.746,,65295,S/2023 S 56
MN,15504756,0.2450,168.00,183.50,86.30,318.00,0.319946,1.803607,1.000000,270.000,66.561,2451545.0,17.2,,1.0,4.00000E+12,1098.829,,65296,S/2023 S 57
MN,7088799,0.3730,48.00,98.20,121.90,313.40,0.800386,0.283175,0.332134,270.000,66.561,2451545.0,16.9,,1.0,4.00000E+12,448.838,,65297,S/2020 S 49
MN,15605842,0.0930,169.60,70.60,119.30,175.60,0.421522,1.367781,0.708801,270.000,66.561,2451545.0,16.9,,1.0,4.00000E+12,842.681,,65298,S/2023 S 58
MN,10694112,0.4670,169.50,10.50,337.90,66.50,0.330165,2.027027,1.305767,270.000,66.561,2451545.0,16.9,,1.0,4.00000E+12,1061.041,,65299,S/2023 S 59
MN,13889998,0.2060,170.70,258.10,81.30,93.90,0.410452,1.481481,0.794877,270.000,66.561,2451545.0,16.8,,1.0,4.00000E+12,863.963,,65300,S/2023 S 60
MN,8003991,0.5570,158.00,37.70,303.70,75.30,0.388937,1.675198,1.262272,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,906.849,,65301,S/2023 S 61
MN,7475805,0.4670,155.60,206.60,355.80,241.30,0.575731,1.014656,0.729335,270.000,66.561,2451545.0,16.9,,1.0,4.00000E+12,620.149,,65302,S/2023 S 62
MN,13566228,0.2660,165.00,299.90,101.80,225.60,0.376984,1.558442,0.891310,270.000,66.561,2451545.0,16.0,,2.0,3.40000E+13,938.255,,65303,S/2023 S 63
MN,116914,0.0000,0.00,0.00,0.00,0.00,762.663390,0.000000,0.000000,40.600,83.500,2451545.0,,,0.2,7.10000E+09,0.472,,0,S/2009 S 1
MN,117059,0.0000,0.00,0.00,0.00,0.00,761.260309,0.000000,0.000000,40.600,83.500,2451545.0,,,0.0,0.00000E+00,0.473,,0,S/2009 S 2
MN,190671,0.0012,0.041,115.349,22.394,219.481,142.7842037,12.505,6.288,77.311,15.175,2444239.5,0.99,,578.9,1.2945E+21,2.520,0.390,701,Ariel
MN,264963,0.0039,0.128,84.709,33.485,192.469,86.8455154,5.701,2.836,77.311,15.175,2444239.5,1.76,,584.7,1.2211E+21,4.144,0.210,702,Umbriel
MN,435820,0.0011,0.079,284.400,99.771,204.614,41.3402776,2.229,1.843,77.311,15.175,2444239.5,0.78,,788.9,3.4191E+21,8.706,0.270,703,Titania
MN,582683,0.0014,0.068,104.400,279.771,463.088,26.7283417,2.229,1.843,77.311,15.175,2444239.5,0.99,,761.4,2.8827E+21,13.460,0.230,704,Oberon
MN,129731,0.0013,4.338,68.312,326.438,491.330,254.5244743,40.390,20.308,77.311,15.175,2444239.5,3.08,,235.8,6.5925E+19,1.413,0.320,705,Miranda
MN,49785,0.0003,0.085,136.827,38.374,254.805,1070.0131658,1097.561,547.945,77.311,15.175,2446450.0,10.91,,20.1,4.4949E+16,0.335,0.070,706,Cordelia
MN,53267,0.0099,0.104,17.761,164.048,116.259,952.9980791,835.267,417.633,77.311,15.175,2446450.0,10.55,,21.4,5.3938E+16,0.376,0.070,707,Ophelia
MN,59147,0.0009,0.193,8.293,93.220,138.486,825.9361540,597.015,298.507,77.311,15.175,2446450.0,9.81,,27.0,9.2894E+16,0.435,0.065,708,Bianca
MN,61775,0.0004,0.006,44.236,99.403,233.795,774.4733710,513.552,256.776,77.311,15.175,2446450.0,8.87,,41.0,3.4311E+17,0.464,0.069,709,Cressida
MN,62694,0.0001,0.113,183.285,306.089,184.627,758.0495157,488.467,244.233,77.311,15.175,2446450.0,9.28,,35.0,1.7830E+17,0.474,0.084,710,Desdemona
MN,64355,0.0007,0.065,223.819,200.155,244.696,728.2990211,444.994,222.359,77.311,15.175,2446450.0,8.41,,53.0,5.5736E+17,0.493,0.075,711,Juliet
MN,66093,0.0001,0.059,222.433,260.067,218.312,699.8218844,405.405,202.589,77.311,15.175,2446450.0,7.71,,70.0,1.6811E+18,0.513,0.069,712,Portia
MN,69893,0.0001,0.279,140.477,12.847,136.181,643.2629700,333.025,166.436,77.311,15.175,2446450.0,9.08,,36.0,2.5471E+17,0.558,0.072,713,Rosalind
MN,75292,0.0001,0.031,42.406,279.337,357.224,576.3022449,257.695,128.755,77.311,15.175,2446450.0,8.76,,45.0,3.5659E+17,0.624,0.067,714,Belinda
MN,85991,0.0001,0.319,177.094,268.734,245.796,471.8798219,161.871,80.935,77.311,15.175,2446450.0,7.04,,81.0,2.8932E+18,0.762,0.104,715,Puck
MN,5920825,0.1812,141.529,354.339,171.189,7.271,0.6207126,0.040,0.056,270.000,66.561,2451545.0,9.69,,36.0,2.9966E+17,579.730,0.040,716,Caliban
MN,5822971,0.5219,159.420,20.103,263.034,266.583,0.2781854,0.258,0.193,270.000,66.561,2451545.0,8.09,,75.0,2.6969E+18,1288.380,0.040,717,Sycorax
MN,9041762,0.4445,151.830,174.152,319.003,233.586,0.1803957,0.312,0.263,270.000,66.561,2451545.0,10.49,,25.0,9.8887E+16,1978.370,0.040,718,Prospero
MN,7128428,0.5908,158.235,359.953,250.235,179.449,0.1596519,0.437,0.345,270.000,66.561,2451545.0,10.59,,24.0,8.6900E+16,2225.080,0.040,719,Setebos
MN,6207336,0.2248,143.819,14.956,191.411,270.163,0.5310167,0.066,0.069,270.000,66.561,2451545.0,11.39,,16.0,2.5471E+16,677.470,0.040,720,Stephano
MN,6639159,0.2194,166.971,158.688,193.755,180.374,0.4797739,0.139,0.084,270.000,66.561,2451545.0,12.69,,9.0,4.6447E+15,749.400,0.040,721,Trinculo
MN,3715844,0.1324,147.250,140.644,100.738,3.202,1.3477179,0.029,0.026,270.000,66.561,2451545.0,12.29,,11.0,8.3904E+15,267.090,0.040,722,Francisco
MN,4566555,0.6772,57.367,90.017,7.067,322.187,0.2157380,0.000,0.365,270.000,66.561,2451545.0,12.49,,10.0,6.2928E+15,1661.000,0.040,723,Margaret
MN,12272301,0.3993,169.793,156.298,217.350,26.163,0.1267282,0.482,0.359,270.000,66.561,2451545.0,12.39,,10.0,6.2928E+15,2790.030,0.040,724,Ferdinand
MN,75531,0.0116,0.470,253.925,309.376,192.405,563.2473380,243.408,121.704,257.311,-15.175,2453241.0,10.89,,13.0,1.7979E+16,0.638,0.070,725,Perdita
MN,97492,0.0025,0.134,249.565,350.737,273.769,389.6279370,102.798,51.399,257.311,-15.175,2453241.0,11.89,,12.0,8.9897E+15,0.923,0.103,726,Mab
MN,74295,0.0013,0.099,247.608,182.793,163.830,586.3453901,267.459,133.680,257.311,-15.175,2453241.0,13.09,,9.0,2.9966E+15,0.613,0.070,727,Cupid
MN,5982450,0.2500,143.90,158.70,260.20,101.80,0.528244,0.070894,0.071685,270.000,66.561,2458849.5,13.7,,4.0,2.70000E+14,681.000,,75051,S/2023 U 1
MN,55588,0.0390,4.00,313.90,70.80,275.60,853.981945,720.000000,360.000000,77.300,15.200,2460676.5,13.6,,4.5,4.00000E+14,0.420,,75052,S/2025 U 1
MN,354759,0.0000,156.865,66.142,177.608,352.257,61.2532791,0.932,0.524,299.456,43.414,2451545.0,-1.17,,1353.4,2.1390E+22,5.877,0.719,801,Triton
MN,1374595,0.7507,7.090,281.117,335.570,216.692,0.9994016,0.044,0.038,269.302,69.117,2451545.0,4.49,,170.0,3.0865E+19,360.130,0.155,802,Nereid
MN,48213,0.0003,4.691,2.045,42.279,30.035,1217.7189805,1245.675,626.087,299.431,42.940,2451545.0,9.20,,33.0,1.9478E+17,0.294,0.072,803,Naiad
MN,50064,0.0002,0.135,237.065,145.980,262.923,1151.2347534,1100.917,550.459,299.431,42.939,2451545.0,8.61,,41.0,3.7457E+17,0.311,0.091,804,Thalassa
MN,52515,0.0002,0.068,176.857,77.060,230.812,1071.9128105,930.233,465.116,299.431,42.937,2451545.0,7.29,,75.0,2.0976E+18,0.335,0.090,805,Despina
MN,61947,0.0001,0.034,343.011,37.247,65.999,837.5186372,521.739,260.870,299.430,42.925,2451545.0,7.14,,88.0,3.7457E+18,0.429,0.079,806,Galatea
MN,73445,0.0014,0.205,249.891,308.127,166.246,647.8782236,286.396,143.084,299.429,42.897,2451545.0,6.78,,97.0,4.9443E+18,0.555,0.091,807,Larissa
MN,117587,0.0005,0.075,67.968,315.131,250.938,320.5336939,56.426,28.286,299.406,42.432,2451545.0,5.04,,210.0,5.0342E+19,1.122,0.096,808,Proteus
MN,11828497,0.2909,112.898,162.119,217.288,105.258,0.1913308,0.063,0.019,270.000,66.561,2452800.5,9.79,,31.0,1.7979E+17,1879.330,0.040,809,Halimede
MN,25141302,0.4617,137.679,144.158,298.074,190.027,0.0380134,0.244,0.276,270.000,66.561,2452800.5,10.79,,20.0,4.9443E+16,9128.740,0.040,810,Psamathe
MN,16224609,0.2827,49.907,65.047,60.354,168.139,0.1231376,0.001,0.067,270.000,66.561,2452800.5,10.79,,22.0,6.7423E+16,2919.160,0.040,811,Sao
MN,13367319,0.4339,34.049,140.107,59.124,285.863,0.1126283,0.160,0.108,270.000,66.561,2452800.5,10.79,,21.0,5.8433E+16,3175.620,0.040,812,Laomedeia
MN,28933531,0.4243,131.265,86.441,49.151,260.648,0.0354928,0.015,0.329,270.000,66.561,2452800.5,9.89,,30.0,1.6481E+17,9880.630,0.040,813,Neso
MN,105284,0.0000,0.000,0.000,0.000,302.652,378.9061402,0.000,0.000,299.373,42.944,2451545.0,11.79,,9.0,4.4949E+15,0.950,0.100,814,Hippocamp
MN,13276135,0.4330,46.30,59.10,258.30,303.20,0.113590,0.125479,0.115348,270.000,66.561,2458849.5,11.2,,19.0,2.90000E+16,3151.000,,85051,S/2002 N 5
MN,25197999,0.5030,135.20,90.40,258.90,237.10,0.034779,0.000000,0.389610,270.000,66.561,2458849.5,12.1,,12.5,8.00000E+15,10043.000,,85052,S/2021 N 1
MN,19587,0.0002,0.080,146.106,26.928,131.070,56.3623149,0.035,0.040,132.993,-6.613,2451545.0,1.35,,603.6,1.5327E+21,-6.387,0.372,901,Charon
MN,48671,0.0000,0.000,324.463,203.400,284.405,14.4841304,0.000,0.000,132.993,-6.613,2451545.0,7.49,,23.0,1.9478E+16,-24.850,0.350,902,Nix
MN,64336,0.0056,0.304,153.307,113.173,326.678,9.2177709,50.070,25.087,132.993,-6.613,2451545.0,6.99,,30.5,9.7388E+16,-38.200,0.350,903,Hydra
MN,57729,0.0000,0.426,160.629,305.871,161.061,11.0849783,0.000,38.835,132.993,-6.613,2451545.0,10.19,,14.0,1.6481E+16,-32.170,0.350,904,Kerberos
MN,42368,0.0006,0.080,330.244,26.956,194.546,17.8546792,0.097,0.070,132.993,-6.613,2451545.0,11.09,,10.0,0.0000E+00,-20.160,0.350,905,Styx
